Id,Score,Summary
4410,4,thanks!
4411,2,Not recommended.
4412,4,Actually pretty good.
4413,5,Chocolate is good for you!!  Eat more.
4414,5,Great Dark Chocolate for Yourself or for Guests!
4415,5,Great for football fans who have everything.
4416,5,Every BIT as good as you remembered!
4417,5,Freshest 'Bit-O-Honey' You Will Find
4418,5,Bit O' Honey
4419,5,The candy tasted good
4420,5,FRESH
4421,5,It's still the same.
4422,5,Ole time candy...love it!
4423,5,love of taffy
4424,3,My Favorite Candy But-o-Honey
4425,5,A bit o' honey
4426,5,Fresh Soft Candy
4427,4,Yummy!
4428,5,Just like when I was a kid
4429,5,Yum!
4430,4,Sticky Fingers
4431,3,Not so fresh
4432,5,LOVELY JUNIPER BERRIES
4433,5,Exaclty what i ordered
4434,3,get a new package
4435,1,Sickness and Death
4436,1,misleading
4437,5,Delicious and Low Point Value on WW
4438,5,Amazing!!!
4439,1,100 Calorie Packs - Nutter Butter Dipped Delight Bars
4440,5,Pico Pica ... the BEST
4441,5,This is the stuff!
4442,5,What everyone is saying here about Pico Pica is true
4443,5,Best Hot Sauce and Taco Sauce Available In America
4444,5,"Adorable, great gift!"
4445,5,I'm buying two!
4446,5,Real Customer Service
4447,5,Excellent gift for any cook!
4448,5,Great Gift Idea
4449,5,Fantastic for the experimental chef!
4450,5,Great gift for the foodie in your life!
4451,5,"First class company, wonderful offerings"
4452,5,Excellent starter set.
4453,5,great  great  great
4454,5,"Unique gift, surprising amount of salt!"
4455,4,Really great product!
4456,5,Review Correction
4457,5,Love this!
4458,4,Pricey but nice selection of salts
4459,1,4 of 11 Vials arrived broken
4460,1,"High Risk, don't buy!"
4461,5,GREAT STUFF
4462,5,You won't believe it
4463,5,Too good!
4464,5,Love These Twists!!
4465,5,Great treat/snack
4466,5,Who knew this was such a great choice?
4467,5,Woderful Wild Rasberry French Twists
4468,5,great tasting
4469,5,Shortbread cookies
4470,5,great!
4471,5,Delicious (So I hear)!!
4472,5,Babka
4473,5,Absolutely Delicious
4474,5,fantastic
4475,5,Item Covered in Walnuts.  Needs to have allergens listed.
4476,2,Chili soup?
4477,5,Great Chili!
4478,5,Chock full o amazingness.
4479,5,LOVE IT!
4480,1,agree with others. B U R N E D
4481,1,Disgusting! Waste of Money!
4482,1,Worst purchase ever on Amazon.  Not useable!!
4483,5,"Not Too Light, Not Too Sweet, But Oh What A Wonderful Flavor"
4484,5,my tea
4485,5,Best Tea
4486,1,"Tastes different, and much worse than before"
4487,5,A revolution in tea..
4488,3,Mellowed Out
4489,1,very disapointed
4490,5,Revolution's teas are smooth and delicate
4491,4,Floral tasting tea
4492,5,Makes great iced tea
4493,5,"mellow flavor, no chemical aftertaste"
4494,3,"Packaging needs improvement, great taste, decaff is not my thing"
4495,5,Intoxicating
4496,5,Excellent quality and value
4497,4,coffee snob reviews pre-ground decaf
4498,5,Delicious & Not Bitter
4499,5,Unbelievably rich flavor!
4500,4,A good cup of decaf
4501,3,Nothing Special
4502,3,"Slightly acidic, not for me..."
4503,4,Pretty good to go with dessert
4504,5,"Smooth, Evening Jazz Cafe-Style Coffee"
4505,4,Good Decaf
4506,3,Decaf Option.. Mild Flavor
4507,4,"A good, mellow, basic coffee"
4508,3,Just can't beat fresh ground...
4509,5,very good coffee
4510,5,Delicious - and without the shakes
4511,4,Good but pricey
4512,5,Decaf Never Tasted So Good---5 Stars!
4513,4,good cup of decaf
4514,5,Good Coffee!
4515,3,A fine coffee
4516,5,Excellent Smooth flavor
4517,4,Delicious Decaffeinated
4518,5,Good Flavor
4519,4,Good-quality coffee at a decent price
4520,3,"Not bad, not great..."
4521,3,gave me the jitters!
4522,4,"Good Coffee, Nothing Extraordinary Though"
4523,4,Nice for a late night cup
4524,3,It's okay
4525,3,Good for a mass-produced decaf
4526,5,Great. Not like other decaf.
4527,4,Like it.
4528,4,Good for packaged ground coffee
4529,5,"robust, real coffee taste without the caffeine"
4530,5,Very smooth and robust
4531,5,Delicious
4532,4,SURPRISE!
4533,5,Exceptional coffee!
4534,4,Great to drink after dinner
4535,4,Excellent
4536,4,no complaints
4537,3,So/so
4538,3,"Good, nothing remarkable"
4539,5,"Smooth, Rich Coffee"
4540,4,Nice strong blend
4541,5,That's some goooood coffee
4542,4,Good for Half-Caf Blending
4543,5,Rich and full
4544,5,Rich with no bitterness
4545,3,Good but not special
4546,3,"Acceptable, but nothing special."
4547,4,Quailty coffee for the region and price
4548,4,A nice smooth coffee.
4549,5,decaf coffee
4550,4,Great coffee flavor but still you know it is decaffeinated
4551,4,Surprisingly good
4552,4,Another good product from Melitta
4553,5,One of the Best Decaffeninated Coffees I've Tasted
4554,5,Better than That GalaxyMoney chain coffee
4555,4,"Full flavor, smooth, doesn't punch you with bitterness"
4556,5,"Wonderful aroma and taste, but be careful opening the bag"
4557,4,"smooth taste, good hot and iced"
4558,4,very tasty
4559,5,"For decaff,  quite excellent."
4560,4,Great decaf...
4561,4,Smooth For Decaf
4562,5,Love the Aroma/Great Taste
4563,5,"Unexpectedly, surprisingly, good!"
4564,4,Pretty good for decaff...
4565,5,"Excellent tasting coffee, naturally decaffeinated"
4566,5,Great way to start (or finish) the day
4567,5,Gourmet coffee for decaf lovers!
4568,5,"Mmmm, there's nothing like a good cup of coffee!"
4569,5,Best Decaf EVER
4570,4,Strong flavor for a decaf brand!
4571,3,So-So - average for decaf
4572,5,Put My Money Where My Mouth  Is...First Decaf I Can Stand
4573,3,"Refreshing ""Riviera Sunset"" A Flavorful Decaf Blend"
4574,2,Not Impressed
4575,3,A decent cuppa
4576,3,A Decent Decaf ...
4577,4,Yet another coffee comes to town...
4578,4,Reminds me of Demi-Tasse
4579,3,"Nice aroma, perfect grind, bland and bitter flavor"
4580,3,It's okay
4581,5,Great coffee that won't keep you wired all night.
4582,3,Nothing exciting
4583,4,A fine breakfast coffee for your drip coffee maker
4584,4,"Had my doubts, but I'm impressed..."
4585,2,Meh
4586,3,A Decent Decaf
4587,3,unremarkable
4588,4,Rich smooth taste
4589,5,Good stuff
4590,2,Really Gross
4591,4,Great Tea
4592,3,Part of Dr. Oz's Tea Diet
4593,1,NASTY
4594,4,"Apparently good for you, TASTES LIKE BITTER DIRT"
4595,5,My go-to coffee subsitute
4596,4,This is great tea.
4597,5,"Cup of dandelion tea a day, keeps the doctor away!"
4598,5,Love it!!
4599,5,EXCELLENT ITEM AND SERVICE
4600,5,Use it every day
4601,4,"GOOD FOR YOU, BUT WORST TASTING TEA EEEVVVEEERRR"
4602,5,Great on biscuits
4603,2,powder instead of leaf
4604,5,"High quality, fresh tea"
4605,5,Best  peanut butter made
4606,5,Mix - It - Up Scores Big
4607,5,Wine-A-Rita
4608,5,Great!
4609,5,Packaging was sufficient
4610,5,Texasgirl012
4611,4,cute packaging if you put it all together
4612,1,Disappointed
4613,2,"Not as pictured, messy appearance"
4614,2,Not as pictured.
4615,4,Nice Variety for guests or to try each flavor yourself
4616,3,Expected vs Received
4617,5,Good Coffee
4618,3,somewhat disappointed
4619,5,great selection provided
4620,5,Cameron coffee
4621,5,Very Nice Coffee!
4622,4,Good Chocolate taste.
4623,5,Delicious Organic Orzo
4624,5,Southwest Oldie
4625,4,We like 'em!
4626,4,pretty good considering
4627,4,ener g english muffins
4628,5,Ener-G Foods English Muffins
4629,5,Great value for the cost...
4630,5,Gluten Free English Muffins
4631,3,soy free? not so sure
4632,5,Good but slightly expensive
4633,4,gluten free  english muffins
4634,1,Ener-G English Muffins from Amazon
4635,1,Mushy English Muffins
4636,2,Not like regular English Muffins
4637,1,These are English muffins??
4638,2,Can't keep them from fallin' apart!
4639,1,English Muffins???????????
4640,2,Why is this our only choice for bread?
4641,5,LOVELY JUNIPER BERRIES
4642,5,Exaclty what i ordered
4643,3,get a new package
4644,3,Just so-so
4645,4,jerky strips
4646,1,"Google the name, reports of suspected poisoning, made in CHINA!"
4647,5,MC CORMICKS ALFREDO SAUCE
4648,4,awesome!!
4649,4,one of two on the market
4650,4,Corgi Approved!
4651,5,HEALTHY TREAT FOR DOGS WITH ALLERGIES
4652,4,Well received treat
4653,5,Best yet!!
4654,5,Best energy drink hands down!!
4655,5,Great for low-calorie dieters
4656,5,Super tasty and just happens to be healthy.
4657,4,crackers
4658,5,helps digestion
4659,5,Another great snack
4660,5,"The best ""cracker"" ever!"
4661,5,"MMMM, Crunchy"
4662,5,"crispy, versatile, delicious...."
4663,5,Kavli
4664,4,Wheat free alternative
4665,5,very nice
4666,4,Nice and thin
4667,5,Love these thin wafers!
4668,5,"Paper Thin, Crispy and Good!"
4669,5,Crispy thin and delicious
4670,5,Great product
4671,4,For those who want the thinnest crispbread
4672,5,The best cracker on earth!
4673,5,Ultra thin wasa
4674,5,OH boy  crispy and only 50 calories.
4675,4,KAVLI BREAD
4676,5,Kavli crackers are an important part of my diet
4677,1,DANGER!
4678,5,Smells!
4679,2,Bland
4680,5,Perfect for Ice Tea
4681,5,sooo yummy
4682,4,Breakfast dishes done differently
4683,4,loved
4684,5,BEST SF White Chocolate
4685,4,Delicious with questions
4686,5,LOVE IT!
4687,5,Above user is wrong
4688,3,Okay for a casual get together
4689,1,Not Kobe Beef
4690,5,My Picky Cat-Child Loves It
4691,5,My cats love this real food cat food
4692,5,Perfect for in-between water breaks
4693,5,Tastey drops...
4694,4,PRICE CAN'T BE RIGHT
4695,5,Perfect for my sons cake.
4696,5,Really cute - made a great golf cake
4697,5,Golf Set
4698,5,Cake Topper
4699,3,Wilton 13 pc golf set
4700,5,The BEST sugar substitute
4701,3,"Dog loves the food, but the cans were badly dented"
4702,5,Wow!
4703,5,Good Stuff
4704,5,"Dependable, top of the line product."
4705,5,Great for Dogs
4706,5,Gma Pat
4707,5,Great food
4708,5,My Dog Loves This Food!!
4709,5,My picky dog LOVES this stuff!
4710,5,Great dog food
4711,5,Great healthy dog food
4712,5,Terrifc
4713,5,An Awesome Awesome Dry Food For Your Dog Without Worry About Any.
4714,5,My Happy Dog
4715,5,Finiky Digestion
4716,4,My dog's favorite
4717,4,great product
4718,5,Our shiba inu loves this!
4719,3,More Please
4720,5,Great product
4721,5,"Newman's Own Organics Advanced Dog Formula for Active or Senior Dogs, 12.5-Pound Bag"
4722,2,Good but not my favorite.........
4723,5,Great for picky sensitive dogs
4724,5,Satisfactory :)
4725,5,"Great product, my dogs love it!"
4726,5,Best Price around for a great dog food
4727,4,Great alternative
4728,5,Good quality
4729,5,One of the best for our 11 year old Jack Russell mix.
4730,5,My Fussy dogs eat this!
4731,3,Gives my Dalmatian mix horrible gas!
4732,4,Dogs Love It
4733,5,Newman's Own Organic Dog Food
4734,5,My dog loves this food!!
4735,4,my dachshunds love it
4736,4,Fine Product
4737,5,Organic dog food.
4738,5,awesome product!
4739,5,Great option for organic dog food
4740,5,Very good natural dog food
4741,5,Dog loves it!
4742,4,Good dog food
4743,5,organic dog food
4744,5,My dog loves it.
4745,1,Dog doesn't like it
4746,5,So happy
4747,2,I wish my dog liked it
4748,5,My picky dog loves it
4749,5,(apparently) delicious and healthy
4750,2,Dogs refused to eat it
4751,5,Excellent dog food!
4752,5,dogs scarf it down!
4753,5,Newmans Own Organic Dog Food
4754,5,great dog food for my min pin 14 lb. dog!!!
4755,2,Deceitful brand name
4756,2,Not good enough
4757,5,Great product and a great cause
4758,5,HEALTHY FOOD THE DOGS LOVE!
4759,1,Non existent customer service
4760,5,Subscribe and Save option is a good deal
4761,3,Don't know why
4762,1,Doggy Prison Food
4763,1,Horrible
4764,2,"Don't be fooled,"
4765,3,much better alternatives
4766,1,How can something 'Organic' have Pesticide in it?!
4767,1,...About Chicken Meal...
4768,1,Not organinc so dont be fooled by the ORGANICS in the name
4769,5,A laser light show of awesomness for your dog!!!!
4770,1,Grains don't belong in dog food
4771,1,DECEPTIVE! DISAPPOINTED!
4772,5,Newman's Own Organics Dog Food
4773,5,Give it time
4774,5,Newman's Own Organics Dog food
4775,2,Something has changed. Quality control must have slipped as far as being organic goes.
4776,4,"Good product, but..."
4777,5,Great dog food for dogs with digestive problems
4778,5,Great product! No hormones or antibiotics in the meat!
4779,5,Helped our dog's skin issues
4780,1,Bad batch made my dog sick
4781,5,This food is working shockingly well for our allergy prone pug.
4782,5,the best  organic food you can feed your fur babie
4783,3,My dog is not impressed
4784,4,Allays my concerns over what I feed our first baby
4785,5,Newman's Own Organics Dog Food
4786,5,This is the best dog food out there!!
4787,5,Great Dog Food
4788,5,Blows away store-bought
4789,5,Newman's Dog Food is the best!
4790,2,I won't purchase again.
4791,5,Best dog food on the market!
4792,2,"I agree with the previous reviewer, the name is deceptive."
4793,5,"Nice Organic, Cage-Free Option for Sensitive Stomach"
4794,5,Best Dog Food Ever
4795,5,Best Dog Food Ever!
4796,5,Dog loves it
4797,5,Just what my dog needed!
4798,5,You can see a positive difference in your dog's quality of life.
4799,5,they are not sick anymore
4800,5,So far so good!
4801,5,Paul Newman saved my dog!
4802,5,THE BEST
4803,5,Dog Loves Food - We Like Convenience
4804,5,scared sophia had terrible diarhea
4805,5,Quality organic ethical dog food
4806,5,newmans does it again.
4807,4,Premium dog food
4808,5,Yummy - Even for Finicky Dog
4809,5,Dogs like it. I love that Amazon carries it...
4810,5,organic dog food
4811,3,Good news and bad news
4812,5,Great Dog Food!
4813,5,My dog thrives on this
4814,5,No Worries-Good Stuff in here
4815,5,this is the one
4816,1,Not what I thought
4817,3,Are my three dogs too pickey?
4818,5,How you can tell it is great...
4819,5,Still the Best!
4820,5,Great food.
4821,5,Great dog food!
4822,3,Not as good as it used to be
4823,5,Great for my Miniature Schnauzer
4824,5,"GREAT for my little guy, HUGE difference over store brand"
4825,5,Great Dog Food
4826,5,Newman's Own Organic Dog Food
4827,5,Dog loves this food!
4828,5,We love Newmans adult dog food
4829,5,Great product just need to adjust the subscription.
4830,5,Dogs Love It
4831,5,Love Newman's Own products
4832,5,Best dog food
4833,5,first rate dog food
4834,5,My dog loves it!
4835,5,Newman's Own Organic Dog Formula
4836,5,Top Paws from my Dog
4837,5,Newman's Review
4838,5,so good even a dog does not turn its nose up at it.
4839,5,"Doggie Loves it a lot, my Budget not so Much!"
4840,5,MY DOG LOVES
4841,5,For Dogs with special needs
4842,5,my dog seems to enjoy this
4843,5,My dog loves it...
4844,5,Best Dog Food Ever!
4845,5,My dogs never throw up any more!
4846,5,Newman's Own Organic Dog Food
4847,4,Great for dogs with allergies
4848,3,Don't Subscribe!
4849,5,Great dog food
4850,1,NOT organic
4851,5,Love anything by Newman.
4852,5,Love it
4853,5,How dogfood should be
4854,5,Why I like Newmans
4855,4,Healthier
4856,4,"Newman's Own Organics Adult Dog Food Formula, 12.5-Pound Bag"
4857,5,My dog loves it
4858,5,Quality pet food
4859,5,Excellant Product.
4860,4,My dog's liked it but wanted some variety
4861,5,Good stuff
4862,5,amazing
4863,2,Meh..
4864,1,loses taste fast!!!!
4865,3,"Yummy, but it does not last"
4866,1,I must be allergic
4867,5,Great Gum
4868,5,Sooo good
4869,5,yummy
4870,5,Tasty and Healthy Snack
4871,1,WAY OUT OF RANGE COST
4872,1,Why is this price so HIGH?
4873,1,The other reviewer is totally right!!!
4874,5,My Community Coffee
4875,4,"Acceptable & inexpensive, but GREAT when cold brewed!"
4876,4,Hazelnut coffee smells and tastes like Buttered Popcorn not as much like Hazelnut
4877,5,Great flavor
4878,5,Excellent
4879,5,"We Like It, You Will Too."
4880,4,Taste good to me
4881,4,Great coffee for a great price
4882,5,Great coffee
4883,5,Community Coffee
4884,5,Community Hazelnut Coffee
4885,5,Good coffee
4886,5,Coffee Princess Loves This addiction
4887,5,Excellent taste
4888,4,ok for the price
4889,1,Worst coffee EVER
4890,1,"False Advertising, Terrible Dog Food!!"
4891,5,Om nom nom
4892,2,toffifay
4893,5,Glad to have it again.
4894,5,YUMMY
4895,5,GOOD BUY
4896,3,Just OK
4897,5,"Full flavor, non-acidic, best K-cup so far!"
4898,2,Very weak
4899,5,Best medium roast coffee
4900,5,Best coffee for K-Cups
4901,4,timothy's
4902,5,Best Decaf Ever!
4903,5,Like a good colombian Coffee
4904,3,Not our favorite...
4905,5,Wonderful coffee!!!
4906,5,Real Sinus Buster !!!
4907,5,Mucus drainage!!!
4908,4,Interesting taste slow relief of sinus pressure
4909,5,Sinus Help
4910,5,Great Stuff
4911,5,THIS PRODUCT WORKS!
4912,5,Sinus Relief
4913,2,didn't work for me
4914,5,This tea works!!!! I feel so much better!!!!
4915,5,It really helps
4916,1,Didn't Do Nothing!
4917,3,Benefit hard to determine
4918,2,Didn't work for me
4919,1,No effect for this sinus sufferer
4920,4,Have to make the tea strong.
4921,5,Very effective tea
4922,5,Wonderful
4923,5,Sinus
4924,5,I was skeptical
4925,5,sinus buster tea
4926,1,I had 3 EMPTY tea bags...BEWARE!
4927,5,Absolute Recommend This Product
4928,2,Popular with some - not me
4929,3,O.K. taste. My wife hates the smell.
4930,5,A Mild Slim Jim
4931,5,Yum
4932,5,The best yet found
4933,4,Good Beef Sticks
4934,5,Good jerky
4935,4,Better than i thought they would be!
4936,4,Good and Unique
4937,4,Teriyaki Ole' Smokies Beef Sticks
4938,5,Pretty darn good
4939,3,"So, So. Better to get HOT Buffalo Bills 2.1lbs Short Shots"
4940,5,great flavor!
4941,4,Taste Great
4942,5,Really Good!
4943,5,Buffalo Bills smokies
4944,5,Honey Beef sticks in saddlebag packaging
4945,5,Mild sausages
4946,5,Love these smokies!
4947,4,Ole Smokies
4948,5,Sweet beef
4949,2,"Good, Just not what I was looking for"
4950,5,This is a good wine but I made some modifications
4951,5,"""Did you really make this?"""
4952,5,Great Wine!
4953,5,Excellent wine and i'm going to make two more of them right away
4954,5,White Pear Delight
4955,5,"Sweet, delightful wine"
4956,4,Good kit
4957,5,White Pear Chardonnay
4958,4,"not bad, I like the tropical riesling better"
4959,5,Simply amazing as usual
4960,5,Crowd pleaser
4961,5,Great substitute for 5-hour energy
4962,4,Wow! Rocket fuel for humans
4963,3,Has an affect.
4964,5,good things do come in small packages
4965,1,No Habla Espanol
4966,3,Energy Shots
4967,5,energy shots that works !!
4968,2,Didn't make the cut
4969,1,Blecch...
4970,1,Deadly Product
4971,5,Excellent original Greek olive oil
4972,5,Delicious!
4973,5,Simply the best olive oil from the best source
4974,5,Yum
4975,5,Delicious
4976,5,Dog likes these a lot
4977,4,"Another ""True Chews"" My Pup Loves"
4978,5,Perfect size for toy breed
4979,2,Not good quality
4980,4,"great wrappers, terrific bulk price"
4981,1,What Happened?!
4982,1,Amazon: please offer 3 ladies brand rice paper
4983,5,Great quality!
4984,3,GOO FOOD
4985,5,try it with ramen noodles!
4986,5,Love Flavia Coffee
4987,5,Cinnamon Good
4988,5,mentos
4989,5,"Yes, It is Good"
4990,5,The best green tea
4991,5,Love em'!
4992,5,totally Ginger!
4993,2,INDIGESTION OF MAJOR PROPORTIONS
4994,5,Best for oyster soup!
4995,5,AMAZING!
4996,2,The cavemen must have been wealthy
4997,1,These cookies need work; you can make your own at home
4998,3,Okay in a pinch - not great
4999,4,"they are good (except for the ""rainforest"" flavor)"
5000,5,Great Healthy Snack!
